CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
CUST007155,110,5,502.99,2,3,3,233,Loyal Customers
CUST007156,273,6,658.81,1,3,3,133,Loyal Customers
CUST007157,122,4,548.79,2,2,3,223,Need Attention
CUST007158,231,6,695.66,1,3,4,134,Loyal Customers
CUST007159,50,7,714.9,3,4,4,344,Champions
CUST007160,188,3,156.47,2,1,1,211,Dormant
CUST007161,285,4,261.29999999999995,1,2,1,121,Lost
CUST007162,44,9,894.12,4,4,4,444,Champions
CUST007163,58,3,295.24,3,1,1,311,Dormant
CUST007164,167,7,616.95,2,4,3,243,Loyal Customers
CUST007165,167,6,539.8,2,3,3,233,Loyal Customers
CUST007166,54,6,782.62,3,3,4,334,Champions
CUST007167,10,10,1115.3,4,4,4,444,Champions
CUST007168,213,4,407.75,2,2,2,222,Need Attention
CUST007169,22,5,513.8,4,3,3,433,Champions
CUST007170,12,8,808.4,4,4,4,444,Champions
CUST007171,379,2,162.93,1,1,1,111,Lost
CUST007172,6,7,612.78,4,4,3,443,Champions
CUST007173,243,6,651.26,1,3,3,133,Loyal Customers
CUST007174,315,7,683.66,1,4,4,144,Loyal Customers
CUST007175,329,4,391.61,1,2,2,122,At Risk
CUST007176,216,5,541.4,2,3,3,233,Loyal Customers
CUST007177,4,10,985.52,4,4,4,444,Champions
CUST007178,36,10,915.89,4,4,4,444,Champions
CUST007179,112,5,521.67,2,3,3,233,Loyal Customers
CUST007180,369,3,153.09,1,1,1,111,Lost
CUST007181,40,8,804.78,4,4,4,444,Champions
CUST007182,240,5,628.18,1,3,3,133,Loyal Customers
CUST007183,51,9,1144.23,3,4,4,344,Champions
CUST007184,42,3,287.34000000000003,4,1,1,411,Dormant
CUST007185,102,5,635.54,3,3,3,333,Champions
CUST007186,100,8,938.9200000000001,3,4,4,344,Champions
CUST007187,46,2,166.6,3,1,1,311,Dormant
CUST007188,183,6,643.32,2,3,3,233,Loyal Customers
CUST007189,83,8,943.22,3,4,4,344,Champions
CUST007190,244,3,210.46,1,1,1,111,Lost
CUST007191,73,5,525.16,3,3,3,333,Champions
CUST007192,138,4,414.93,2,2,2,222,Need Attention
CUST007193,220,2,274.1,1,1,1,111,Lost
CUST007194,21,5,540.14,4,3,3,433,Champions
CUST007195,174,3,298.75,2,1,1,211,Dormant
CUST007196,437,4,344.88,1,2,2,122,At Risk
CUST007197,107,5,614.36,3,3,3,333,Champions
CUST007198,128,6,498.99,2,3,3,233,Loyal Customers
CUST007199,16,5,577.9300000000001,4,3,3,433,Champions
CUST007200,88,3,263.87,3,1,1,311,Dormant
CUST007201,81,6,425.23,3,3,2,332,Potential Loyalists
CUST007202,159,7,679.89,2,4,4,244,Loyal Customers
CUST007203,204,5,578.7,2,3,3,233,Loyal Customers
CUST007204,51,4,365.78999999999996,3,2,2,322,Potential Loyalists
CUST007205,442,1,61.83,1,1,1,111,Lost
CUST007206,364,1,103.97,1,1,1,111,Lost
CUST007207,380,3,384.23,1,1,2,112,Lost
CUST007208,71,4,472.73,3,2,2,322,Potential Loyalists
CUST007209,139,3,342.53,2,1,2,212,Dormant
CUST007210,432,3,332.54,1,1,1,111,Lost
CUST007211,14,5,586.56,4,3,3,433,Champions
CUST007212,107,2,218.78,3,1,1,311,Dormant
CUST007213,7,7,677.3,4,4,4,444,Champions
CUST007214,200,3,368.76,2,1,2,212,Dormant
CUST007215,111,4,372.23,2,2,2,222,Need Attention
CUST007216,21,5,593.31,4,3,3,433,Champions
CUST007217,11,8,720.58,4,4,4,444,Champions
CUST007218,93,8,754.35,3,4,4,344,Champions
CUST007219,11,4,373.12,4,2,2,422,Potential Loyalists
CUST007220,194,13,1404.7,2,4,4,244,Loyal Customers
CUST007221,147,5,587.12,2,3,3,233,Loyal Customers
CUST007222,20,6,669.69,4,3,4,434,Champions
CUST007223,145,9,865.22,2,4,4,244,Loyal Customers
CUST007224,308,2,236.32,1,1,1,111,Lost
CUST007225,94,4,258.82,3,2,1,321,Need Attention
CUST007226,196,7,722.97,2,4,4,244,Loyal Customers
CUST007227,102,2,151.11,3,1,1,311,Dormant
CUST007228,144,3,225.71,2,1,1,211,Dormant
CUST007229,145,3,291.27,2,1,1,211,Dormant
CUST007230,45,6,584.55,4,3,3,433,Champions
CUST007231,34,9,1122.7,4,4,4,444,Champions
CUST007232,26,4,398.39,4,2,2,422,Potential Loyalists
CUST007233,37,5,510.64,4,3,3,433,Champions
CUST007234,151,5,529.51,2,3,3,233,Loyal Customers
CUST007235,8,3,302.59000000000003,4,1,1,411,Dormant
CUST007236,121,5,483.4,2,3,2,232,Need Attention
CUST007237,537,2,186.51,1,1,1,111,Lost
CUST007238,136,2,347.46,2,1,2,212,Dormant
CUST007239,36,4,386.57,4,2,2,422,Potential Loyalists
CUST007240,117,5,517.89,2,3,3,233,Loyal Customers
CUST007241,114,7,819.25,2,4,4,244,Loyal Customers
CUST007242,251,3,326.34000000000003,1,1,1,111,Lost
CUST007243,353,4,475.80000000000007,1,2,2,122,At Risk
CUST007244,38,8,762.16,4,4,4,444,Champions
CUST007245,32,4,339.32,4,2,2,422,Potential Loyalists
CUST007246,88,7,780.9200000000001,3,4,4,344,Champions
CUST007247,90,3,254.73,3,1,1,311,Dormant
CUST007248,4,6,542.77,4,3,3,433,Champions
CUST007249,50,2,171.64000000000001,3,1,1,311,Dormant
CUST007250,14,3,339.37,4,1,2,412,Dormant
CUST007251,219,6,626.98,1,3,3,133,Loyal Customers
CUST007252,13,4,530.08,4,2,3,423,Potential Loyalists
CUST007253,33,9,882.9100000000001,4,4,4,444,Champions
CUST007254,45,8,633.1700000000001,4,4,3,443,Champions
CUST007255,19,6,565.32,4,3,3,433,Champions
CUST007256,451,3,232.25,1,1,1,111,Lost
CUST007257,161,4,371.46000000000004,2,2,2,222,Need Attention
CUST007258,104,7,635.76,3,4,3,343,Champions
CUST007259,13,5,477.95,4,3,2,432,Potential Loyalists
CUST007260,66,8,735.0500000000001,3,4,4,344,Champions
CUST007261,167,8,718.38,2,4,4,244,Loyal Customers
CUST007263,18,7,705.8399999999999,4,4,4,444,Champions
CUST007264,4,7,612.2,4,4,3,443,Champions
CUST007265,81,7,729.52,3,4,4,344,Champions
CUST007266,21,6,748.51,4,3,4,434,Champions
CUST007267,339,4,477.84000000000003,1,2,2,122,At Risk
CUST007268,154,5,611.3,2,3,3,233,Loyal Customers
CUST007269,439,4,330.3,1,2,1,121,Lost
CUST007270,155,5,780.0,2,3,4,234,Loyal Customers
CUST007271,8,4,528.55,4,2,3,423,Potential Loyalists
CUST007272,6,7,758.36,4,4,4,444,Champions
CUST007273,263,1,60.56,1,1,1,111,Lost
CUST007274,175,6,643.02,2,3,3,233,Loyal Customers
CUST007275,63,3,274.18,3,1,1,311,Dormant
CUST007276,351,4,434.33000000000004,1,2,2,122,At Risk
CUST007277,197,7,597.19,2,4,3,243,Loyal Customers
CUST007278,140,5,420.88,2,3,2,232,Need Attention
CUST007279,713,2,190.22000000000003,1,1,1,111,Lost
CUST007280,43,8,852.04,4,4,4,444,Champions
CUST007281,125,6,624.88,2,3,3,233,Loyal Customers
CUST007282,62,7,692.25,3,4,4,344,Champions
CUST007283,147,5,613.3299999999999,2,3,3,233,Loyal Customers
CUST007284,106,4,399.72,3,2,2,322,Potential Loyalists
CUST007285,140,5,517.02,2,3,3,233,Loyal Customers
CUST007286,58,4,311.17,3,2,1,321,Need Attention
CUST007287,115,4,337.25,2,2,2,222,Need Attention
CUST007288,353,2,183.97,1,1,1,111,Lost
CUST007289,166,5,317.63,2,3,1,231,Need Attention
CUST007290,251,5,401.14,1,3,2,132,At Risk
CUST007291,291,2,299.55,1,1,1,111,Lost
CUST007292,183,6,693.0799999999999,2,3,4,234,Loyal Customers
CUST007293,220,8,694.29,1,4,4,144,Loyal Customers
CUST007294,65,5,533.3100000000001,3,3,3,333,Champions
CUST007295,55,7,582.75,3,4,3,343,Champions
CUST007296,205,3,255.43,2,1,1,211,Dormant
CUST007297,18,5,539.3299999999999,4,3,3,433,Champions
CUST007298,20,5,378.92,4,3,2,432,Potential Loyalists
CUST007299,12,7,956.6700000000001,4,4,4,444,Champions
CUST007300,117,2,145.55,2,1,1,211,Dormant
CUST007301,101,6,508.88,3,3,3,333,Champions
CUST007302,403,4,478.69,1,2,2,122,At Risk
CUST007303,112,3,278.28,2,1,1,211,Dormant
CUST007304,51,6,583.21,3,3,3,333,Champions
CUST007305,58,6,614.96,3,3,3,333,Champions
CUST007306,187,6,922.97,2,3,4,234,Loyal Customers
CUST007307,203,5,606.69,2,3,3,233,Loyal Customers
CUST007308,22,9,937.39,4,4,4,444,Champions
CUST007309,137,8,795.34,2,4,4,244,Loyal Customers
CUST007310,125,1,128.84,2,1,1,211,Dormant
CUST007311,45,7,600.5,4,4,3,443,Champions
CUST007312,55,8,618.05,3,4,3,343,Champions
CUST007313,159,6,532.48,2,3,3,233,Loyal Customers
CUST007314,133,5,552.6,2,3,3,233,Loyal Customers
CUST007315,349,7,673.11,1,4,4,144,Loyal Customers
CUST007316,130,3,327.62,2,1,1,211,Dormant
CUST007317,96,5,524.98,3,3,3,333,Champions
CUST007318,145,4,388.86,2,2,2,222,Need Attention
CUST007319,88,7,713.49,3,4,4,344,Champions
CUST007320,20,7,798.0,4,4,4,444,Champions
CUST007321,369,3,272.8,1,1,1,111,Lost
CUST007322,163,3,315.38,2,1,1,211,Dormant
CUST007323,189,4,377.98,2,2,2,222,Need Attention
CUST007324,41,7,706.48,4,4,4,444,Champions
CUST007325,19,4,487.89,4,2,2,422,Potential Loyalists
CUST007326,133,4,485.55,2,2,2,222,Need Attention
CUST007327,538,2,128.82,1,1,1,111,Lost
CUST007328,15,6,634.22,4,3,3,433,Champions
CUST007329,87,4,488.61,3,2,2,322,Potential Loyalists
CUST007330,70,6,521.5899999999999,3,3,3,333,Champions
CUST007331,201,5,602.82,2,3,3,233,Loyal Customers
CUST007332,101,5,423.15,3,3,2,332,Potential Loyalists
CUST007333,14,8,705.66,4,4,4,444,Champions
CUST007334,28,5,412.14,4,3,2,432,Potential Loyalists
CUST007335,422,3,244.13,1,1,1,111,Lost
CUST007336,82,2,191.64,3,1,1,311,Dormant
CUST007337,177,5,677.25,2,3,4,234,Loyal Customers
CUST007338,221,2,274.19,1,1,1,111,Lost
CUST007339,37,6,614.9,4,3,3,433,Champions
CUST007340,109,4,426.73,3,2,2,322,Potential Loyalists
CUST007341,4,7,766.16,4,4,4,444,Champions
CUST007342,32,5,639.1,4,3,3,433,Champions
CUST007343,359,4,339.95,1,2,2,122,At Risk
CUST007344,157,6,628.01,2,3,3,233,Loyal Customers
CUST007345,18,5,434.83,4,3,2,432,Potential Loyalists
CUST007346,161,6,541.12,2,3,3,233,Loyal Customers
CUST007347,27,10,1017.38,4,4,4,444,Champions
CUST007348,135,4,374.27000000000004,2,2,2,222,Need Attention
CUST007349,71,6,666.5,3,3,4,334,Champions
CUST007350,220,5,697.95,1,3,4,134,Loyal Customers
CUST007351,64,11,1089.54,3,4,4,344,Champions
CUST007352,329,5,586.68,1,3,3,133,Loyal Customers
CUST007353,307,7,754.8299999999999,1,4,4,144,Loyal Customers
CUST007354,90,4,382.4,3,2,2,322,Potential Loyalists
CUST007355,231,8,743.8100000000001,1,4,4,144,Loyal Customers
CUST007356,8,4,402.38,4,2,2,422,Potential Loyalists
CUST007357,27,5,503.5,4,3,3,433,Champions
CUST007358,98,6,842.8299999999999,3,3,4,334,Champions
CUST007359,226,5,521.0,1,3,3,133,Loyal Customers
CUST007360,620,2,250.12,1,1,1,111,Lost
CUST007361,402,1,79.87,1,1,1,111,Lost
CUST007362,73,5,446.24,3,3,2,332,Potential Loyalists
CUST007363,85,7,620.69,3,4,3,343,Champions
CUST007364,24,10,916.04,4,4,4,444,Champions
CUST007365,52,8,694.98,3,4,4,344,Champions
CUST007366,1,5,471.15,4,3,2,432,Potential Loyalists
CUST007367,49,8,908.53,3,4,4,344,Champions
CUST007368,125,6,572.92,2,3,3,233,Loyal Customers
CUST007369,92,4,408.95,3,2,2,322,Potential Loyalists
CUST007370,284,5,492.02,1,3,3,133,Loyal Customers
CUST007371,266,6,704.38,1,3,4,134,Loyal Customers
CUST007372,86,4,290.84000000000003,3,2,1,321,Need Attention
CUST007373,23,8,873.31,4,4,4,444,Champions
CUST007374,125,6,709.51,2,3,4,234,Loyal Customers
CUST007375,155,10,1199.81,2,4,4,244,Loyal Customers
CUST007376,42,6,671.27,4,3,4,434,Champions
CUST007377,54,8,685.48,3,4,4,344,Champions
CUST007378,314,5,553.05,1,3,3,133,Loyal Customers
CUST007379,384,4,310.07,1,2,1,121,Lost
CUST007380,81,5,581.1800000000001,3,3,3,333,Champions
CUST007381,26,4,398.06,4,2,2,422,Potential Loyalists
CUST007382,744,1,57.11,1,1,1,111,Lost
CUST007384,38,11,1279.15,4,4,4,444,Champions
CUST007385,60,3,422.86,3,1,2,312,Dormant
CUST007386,440,2,196.24,1,1,1,111,Lost
CUST007387,741,2,188.95,1,1,1,111,Lost
CUST007388,172,8,686.63,2,4,4,244,Loyal Customers
CUST007389,154,5,444.09999999999997,2,3,2,232,Need Attention
CUST007390,341,2,125.09,1,1,1,111,Lost
CUST007391,90,5,478.99,3,3,2,332,Potential Loyalists
CUST007392,319,8,703.46,1,4,4,144,Loyal Customers
CUST007393,79,7,802.85,3,4,4,344,Champions
CUST007394,520,1,99.89,1,1,1,111,Lost
CUST007395,42,7,694.3499999999999,4,4,4,444,Champions
CUST007396,173,1,41.49,2,1,1,211,Dormant
CUST007397,121,5,417.28000000000003,2,3,2,232,Need Attention
CUST007398,117,12,1192.63,2,4,4,244,Loyal Customers
CUST007399,172,4,362.05,2,2,2,222,Need Attention
CUST007400,93,5,404.39,3,3,2,332,Potential Loyalists
CUST007401,29,2,233.93,4,1,1,411,Dormant
CUST007402,151,5,457.76000000000005,2,3,2,232,Need Attention
CUST007403,30,8,720.46,4,4,4,444,Champions
CUST007404,140,6,502.52,2,3,3,233,Loyal Customers
CUST007405,69,5,615.56,3,3,3,333,Champions
CUST007406,92,3,310.33,3,1,1,311,Dormant
CUST007407,401,2,191.69,1,1,1,111,Lost
CUST007408,152,6,456.8,2,3,2,232,Need Attention
CUST007409,123,3,334.5,2,1,1,211,Dormant
CUST007410,8,9,913.9,4,4,4,444,Champions
CUST007411,42,6,604.0699999999999,4,3,3,433,Champions
CUST007412,77,4,371.65999999999997,3,2,2,322,Potential Loyalists
CUST007413,250,4,363.84000000000003,1,2,2,122,At Risk
CUST007414,307,5,476.0,1,3,2,132,At Risk
CUST007415,331,2,185.79,1,1,1,111,Lost
CUST007416,21,8,780.4399999999999,4,4,4,444,Champions
CUST007417,494,3,330.4,1,1,1,111,Lost
CUST007418,89,10,1229.8,3,4,4,344,Champions
CUST007419,23,9,779.83,4,4,4,444,Champions
CUST007420,58,6,644.63,3,3,3,333,Champions
CUST007421,98,5,477.46000000000004,3,3,2,332,Potential Loyalists
CUST007422,24,6,666.36,4,3,4,434,Champions
CUST007423,56,6,732.8299999999999,3,3,4,334,Champions
CUST007424,111,4,379.53,2,2,2,222,Need Attention
CUST007425,345,5,499.92,1,3,3,133,Loyal Customers
CUST007426,498,1,90.86,1,1,1,111,Lost
CUST007427,65,9,843.86,3,4,4,344,Champions
CUST007428,141,5,439.99,2,3,2,232,Need Attention
CUST007429,279,4,329.51,1,2,1,121,Lost
CUST007430,74,5,516.74,3,3,3,333,Champions
CUST007431,561,3,288.15,1,1,1,111,Lost
CUST007432,173,4,394.21000000000004,2,2,2,222,Need Attention
CUST007433,364,2,165.01,1,1,1,111,Lost
CUST007434,195,3,226.01,2,1,1,211,Dormant
CUST007435,8,8,841.69,4,4,4,444,Champions
CUST007436,357,4,371.40999999999997,1,2,2,122,At Risk
CUST007437,7,6,639.38,4,3,3,433,Champions
CUST007438,127,6,559.86,2,3,3,233,Loyal Customers
CUST007439,42,6,552.39,4,3,3,433,Champions
CUST007440,466,5,598.5,1,3,3,133,Loyal Customers
CUST007441,47,6,467.83,3,3,2,332,Potential Loyalists
CUST007442,45,12,1344.24,4,4,4,444,Champions
CUST007443,47,2,216.1,3,1,1,311,Dormant
CUST007444,113,5,513.44,2,3,3,233,Loyal Customers
CUST007445,147,6,630.67,2,3,3,233,Loyal Customers
CUST007446,68,11,1216.06,3,4,4,344,Champions
CUST007447,40,6,729.98,4,3,4,434,Champions
CUST007448,21,3,203.33,4,1,1,411,Dormant
CUST007449,209,5,512.46,2,3,3,233,Loyal Customers
CUST007450,615,1,118.98,1,1,1,111,Lost
CUST007451,66,8,876.37,3,4,4,344,Champions
CUST007452,259,2,230.57999999999998,1,1,1,111,Lost
CUST007453,90,4,363.03,3,2,2,322,Potential Loyalists
CUST007454,27,4,382.04,4,2,2,422,Potential Loyalists
CUST007455,73,5,529.98,3,3,3,333,Champions
CUST007456,298,5,517.48,1,3,3,133,Loyal Customers
CUST007457,80,2,167.48000000000002,3,1,1,311,Dormant
CUST007458,307,3,336.04999999999995,1,1,1,111,Lost
CUST007459,292,6,649.94,1,3,3,133,Loyal Customers
CUST007460,42,2,112.32,4,1,1,411,Dormant
CUST007461,2,8,916.29,4,4,4,444,Champions
CUST007462,30,4,371.73,4,2,2,422,Potential Loyalists
CUST007463,132,4,459.97,2,2,2,222,Need Attention
CUST007464,104,3,233.22,3,1,1,311,Dormant
CUST007465,46,6,613.28,3,3,3,333,Champions
CUST007466,67,6,636.41,3,3,3,333,Champions
CUST007467,21,6,652.12,4,3,3,433,Champions
CUST007468,256,4,372.13,1,2,2,122,At Risk
CUST007469,262,7,763.8,1,4,4,144,Loyal Customers
CUST007470,50,10,1050.68,3,4,4,344,Champions
CUST007471,196,4,488.34000000000003,2,2,2,222,Need Attention
CUST007472,146,7,754.55,2,4,4,244,Loyal Customers
CUST007473,449,3,253.32,1,1,1,111,Lost
CUST007474,11,13,1363.81,4,4,4,444,Champions
CUST007475,56,7,537.63,3,4,3,343,Champions
CUST007476,470,5,535.15,1,3,3,133,Loyal Customers
CUST007477,539,3,231.26,1,1,1,111,Lost
CUST007478,13,6,479.01,4,3,2,432,Potential Loyalists
CUST007479,318,3,252.56,1,1,1,111,Lost
CUST007480,233,5,448.87,1,3,2,132,At Risk
CUST007481,331,3,199.14,1,1,1,111,Lost
CUST007482,105,5,520.26,3,3,3,333,Champions
CUST007483,30,4,341.45,4,2,2,422,Potential Loyalists
CUST007484,148,5,700.18,2,3,4,234,Loyal Customers
CUST007485,284,7,1000.22,1,4,4,144,Loyal Customers
CUST007486,8,5,490.01,4,3,2,432,Potential Loyalists
CUST007487,434,1,45.3,1,1,1,111,Lost
CUST007488,53,5,453.44,3,3,2,332,Potential Loyalists
CUST007489,255,4,323.3,1,2,1,121,Lost
CUST007490,39,8,726.38,4,4,4,444,Champions
CUST007491,117,6,520.26,2,3,3,233,Loyal Customers
CUST007492,568,2,232.79000000000002,1,1,1,111,Lost
CUST007493,92,5,438.02,3,3,2,332,Potential Loyalists
CUST007494,89,8,849.78,3,4,4,344,Champions
CUST007495,343,2,172.60000000000002,1,1,1,111,Lost
CUST007496,309,5,422.71000000000004,1,3,2,132,At Risk
CUST007497,155,2,185.72,2,1,1,211,Dormant
CUST007498,12,6,885.37,4,3,4,434,Champions
CUST007499,88,5,551.74,3,3,3,333,Champions
CUST007500,51,8,685.59,3,4,4,344,Champions
CUST007501,9,3,289.37,4,1,1,411,Dormant
CUST007502,183,5,513.02,2,3,3,233,Loyal Customers
CUST007503,9,9,855.69,4,4,4,444,Champions
CUST007504,144,7,731.74,2,4,4,244,Loyal Customers
CUST007505,410,2,208.14,1,1,1,111,Lost
CUST007506,42,7,736.23,4,4,4,444,Champions
CUST007507,45,7,903.97,4,4,4,444,Champions
CUST007508,18,9,899.37,4,4,4,444,Champions
CUST007509,54,1,120.76,3,1,1,311,Dormant
CUST007510,251,4,377.09000000000003,1,2,2,122,At Risk
CUST007511,317,6,668.74,1,3,4,134,Loyal Customers
CUST007512,20,4,289.21000000000004,4,2,1,421,Need Attention
CUST007513,157,6,611.28,2,3,3,233,Loyal Customers
CUST007514,40,5,500.36,4,3,3,433,Champions
CUST007515,28,4,508.33,4,2,3,423,Potential Loyalists
CUST007516,42,1,59.18,4,1,1,411,Dormant
CUST007517,52,6,668.77,3,3,4,334,Champions
CUST007518,21,7,724.72,4,4,4,444,Champions
CUST007519,185,4,385.37,2,2,2,222,Need Attention
CUST007520,68,7,607.34,3,4,3,343,Champions
CUST007521,31,5,445.39,4,3,2,432,Potential Loyalists
CUST007522,414,5,662.3399999999999,1,3,4,134,Loyal Customers
CUST007523,1,6,647.49,4,3,3,433,Champions
CUST007524,5,8,869.52,4,4,4,444,Champions
CUST007525,147,8,914.26,2,4,4,244,Loyal Customers
CUST007526,53,3,324.65,3,1,1,311,Dormant
CUST007527,6,7,502.28,4,4,3,443,Champions
CUST007528,76,4,437.98,3,2,2,322,Potential Loyalists
CUST007529,45,8,694.12,4,4,4,444,Champions
CUST007530,143,5,464.9,2,3,2,232,Need Attention
CUST007531,24,5,486.56,4,3,2,432,Potential Loyalists
CUST007532,659,5,559.72,1,3,3,133,Loyal Customers
CUST007533,90,3,315.3,3,1,1,311,Dormant
CUST007534,139,3,323.38,2,1,1,211,Dormant
CUST007535,96,6,608.69,3,3,3,333,Champions
CUST007536,107,3,538.0,3,1,3,313,Dormant
CUST007537,30,6,539.75,4,3,3,433,Champions
CUST007538,326,3,239.24,1,1,1,111,Lost
CUST007539,10,5,408.93,4,3,2,432,Potential Loyalists
CUST007540,74,5,465.74,3,3,2,332,Potential Loyalists
CUST007541,105,6,494.04,3,3,3,333,Champions
CUST007542,14,6,764.17,4,3,4,434,Champions
CUST007543,51,7,854.1700000000001,3,4,4,344,Champions
CUST007544,301,9,967.48,1,4,4,144,Loyal Customers
CUST007545,30,4,420.18,4,2,2,422,Potential Loyalists
CUST007546,48,4,372.58,3,2,2,322,Potential Loyalists
CUST007547,71,6,717.08,3,3,4,334,Champions
CUST007548,469,4,328.55,1,2,1,121,Lost
CUST007549,225,6,571.3100000000001,1,3,3,133,Loyal Customers
CUST007550,11,2,222.7,4,1,1,411,Dormant
CUST007551,52,6,594.37,3,3,3,333,Champions
CUST007552,40,5,604.26,4,3,3,433,Champions
CUST007553,59,9,785.5699999999999,3,4,4,344,Champions
CUST007554,213,3,350.97,2,1,2,212,Dormant
CUST007555,220,5,486.74,1,3,2,132,At Risk
CUST007556,20,7,652.35,4,4,3,443,Champions
CUST007557,54,8,811.95,3,4,4,344,Champions
CUST007558,311,3,325.24,1,1,1,111,Lost
CUST007559,174,6,633.74,2,3,3,233,Loyal Customers
CUST007560,89,4,287.87,3,2,1,321,Need Attention
CUST007561,278,2,216.85,1,1,1,111,Lost
CUST007562,1,5,547.26,4,3,3,433,Champions
CUST007563,139,5,589.9,2,3,3,233,Loyal Customers
CUST007564,64,6,686.3,3,3,4,334,Champions
CUST007565,114,6,656.75,2,3,3,233,Loyal Customers
CUST007566,66,2,244.28,3,1,1,311,Dormant
CUST007567,599,1,140.56,1,1,1,111,Lost
CUST007568,89,4,357.95,3,2,2,322,Potential Loyalists
CUST007569,34,4,377.62,4,2,2,422,Potential Loyalists
CUST007571,309,3,290.97,1,1,1,111,Lost
CUST007573,30,5,613.88,4,3,3,433,Champions
CUST007574,177,7,744.06,2,4,4,244,Loyal Customers
CUST007575,25,4,362.0,4,2,2,422,Potential Loyalists
CUST007576,35,7,632.38,4,4,3,443,Champions
CUST007577,67,7,703.77,3,4,4,344,Champions
CUST007578,34,5,416.78,4,3,2,432,Potential Loyalists
CUST007579,177,7,781.07,2,4,4,244,Loyal Customers
CUST007580,147,4,429.26,2,2,2,222,Need Attention
CUST007581,90,10,1097.3899999999999,3,4,4,344,Champions
CUST007582,158,6,601.26,2,3,3,233,Loyal Customers
CUST007583,160,3,353.0,2,1,2,212,Dormant
CUST007584,26,8,848.82,4,4,4,444,Champions
CUST007585,492,2,219.08,1,1,1,111,Lost
CUST007586,35,5,424.27,4,3,2,432,Potential Loyalists
CUST007587,193,2,284.13,2,1,1,211,Dormant
CUST007588,250,3,249.82,1,1,1,111,Lost
CUST007589,87,7,690.93,3,4,4,344,Champions
CUST007590,25,1,111.21,4,1,1,411,Dormant
CUST007591,108,4,385.43000000000006,3,2,2,322,Potential Loyalists
CUST007592,38,9,1106.41,4,4,4,444,Champions
CUST007593,167,3,286.6,2,1,1,211,Dormant
CUST007594,219,5,644.49,1,3,3,133,Loyal Customers
CUST007595,177,7,601.94,2,4,3,243,Loyal Customers
CUST007596,32,3,358.07,4,1,2,412,Dormant
CUST007597,74,1,106.55,3,1,1,311,Dormant
CUST007598,74,7,573.84,3,4,3,343,Champions
CUST007599,134,6,529.89,2,3,3,233,Loyal Customers
CUST007600,67,6,686.05,3,3,4,334,Champions
CUST007601,115,8,765.57,2,4,4,244,Loyal Customers
CUST007602,183,3,271.46,2,1,1,211,Dormant
CUST007603,37,5,398.93,4,3,2,432,Potential Loyalists
CUST007604,222,4,478.35,1,2,2,122,At Risk
CUST007605,26,2,193.17000000000002,4,1,1,411,Dormant
CUST007606,64,8,674.47,3,4,4,344,Champions
CUST007607,76,8,1071.84,3,4,4,344,Champions
CUST007608,123,6,617.6999999999999,2,3,3,233,Loyal Customers
CUST007609,17,9,1010.06,4,4,4,444,Champions
CUST007610,181,4,414.6,2,2,2,222,Need Attention
CUST007611,362,4,457.7,1,2,2,122,At Risk
CUST007612,281,2,301.25,1,1,1,111,Lost
CUST007613,208,10,1081.2,2,4,4,244,Loyal Customers
CUST007614,78,5,503.13,3,3,3,333,Champions
CUST007615,100,7,800.99,3,4,4,344,Champions
CUST007616,211,6,515.64,2,3,3,233,Loyal Customers
CUST007617,232,3,252.79,1,1,1,111,Lost
CUST007618,577,1,79.02,1,1,1,111,Lost
CUST007619,162,4,397.93,2,2,2,222,Need Attention
CUST007620,21,5,356.69,4,3,2,432,Potential Loyalists
CUST007621,70,7,791.92,3,4,4,344,Champions
CUST007622,78,2,141.15,3,1,1,311,Dormant
CUST007623,49,2,219.69,3,1,1,311,Dormant
CUST007624,4,7,637.9,4,4,3,443,Champions
CUST007625,356,4,372.61,1,2,2,122,At Risk
CUST007626,9,5,530.37,4,3,3,433,Champions
CUST007627,130,11,1269.53,2,4,4,244,Loyal Customers
CUST007628,268,6,636.5,1,3,3,133,Loyal Customers
CUST007629,92,7,606.12,3,4,3,343,Champions
CUST007630,318,4,337.35,1,2,2,122,At Risk
CUST007631,306,5,649.94,1,3,3,133,Loyal Customers
CUST007632,25,4,462.87,4,2,2,422,Potential Loyalists
CUST007633,156,3,238.11,2,1,1,211,Dormant
CUST007634,136,5,649.97,2,3,3,233,Loyal Customers
CUST007635,504,2,172.20999999999998,1,1,1,111,Lost
CUST007636,493,1,65.38,1,1,1,111,Lost
CUST007637,64,4,385.17,3,2,2,322,Potential Loyalists
CUST007638,35,8,714.9300000000001,4,4,4,444,Champions
CUST007639,60,7,797.1999999999999,3,4,4,344,Champions
CUST007640,109,5,436.53,3,3,2,332,Potential Loyalists
CUST007641,76,10,932.34,3,4,4,344,Champions
CUST007642,7,6,604.27,4,3,3,433,Champions
CUST007643,90,6,569.21,3,3,3,333,Champions
CUST007644,152,6,802.77,2,3,4,234,Loyal Customers
CUST007645,82,5,414.53,3,3,2,332,Potential Loyalists
CUST007646,277,5,514.74,1,3,3,133,Loyal Customers
CUST007647,90,9,930.99,3,4,4,344,Champions
CUST007648,16,8,693.36,4,4,4,444,Champions
CUST007649,308,4,459.4,1,2,2,122,At Risk
CUST007650,68,4,361.16999999999996,3,2,2,322,Potential Loyalists
CUST007651,40,8,860.94,4,4,4,444,Champions
CUST007652,29,5,688.85,4,3,4,434,Champions
